Disease,Protein
D002294,Q7Z7M7
D002311,Q7Z7M7
D003110,Q7Z7M7
D015179,Q7Z7M7
D003924,Q7Z7M7
D003928,Q7Z7M7
D004938,Q7Z7M7
D004941,Q7Z7M7
D005334,Q7Z7M7
D006333,Q7Z7M7
D006973,Q7Z7M7
D006976,Q7Z7M7
D007003,Q7Z7M7
D007248,Q7Z7M7
D007674,Q7Z7M7
D007680,Q7Z7M7
D008103,Q7Z7M7
D008654,Q7Z7M7
D009101,Q7Z7M7
D009203,Q7Z7M7
D009336,Q7Z7M7
D009362,Q7Z7M7
D009369,Q7Z7M7
D009404,Q7Z7M7
D009765,Q7Z7M7
D010003,Q7Z7M7
D010051,Q7Z7M7
D010190,Q7Z7M7
D010300,Q7Z7M7
D011471,Q7Z7M7
D011565,Q7Z7M7
D011833,Q7Z7M7
D012128,Q7Z7M7
D012640,Q7Z7M7
D012770,Q7Z7M7
D012871,Q7Z7M7
D013274,Q7Z7M7
D001749,Q7Z7M7
D014605,Q7Z7M7
D018487,Q7Z7M7
D006333,P08294
D006973,P08294
D009336,P08294
D001281,Q92673
D003324,Q99523
D015179,Q2T9L5
D012871,P35713
D001932,P48431
D002294,P48431
D008175,P48431
D012516,P48431
D011471,P48431
D012509,P48431
D001749,P48431
D006333,Q06945
D001281,Q6IBT9
D002277,P48436
D008175,P48436
D009362,P48436
D013274,P48436
D015179,Q15403
D009362,Q15403
D015451,Q7Z2U4
D001714,Q32M51
D012559,Q32M51
D011471,Q6BEB4
D003110,Q6QE20
D015179,Q6QE20
D007674,Q6QE20
D015470,Q6QE20
D008103,Q6QE20
D017116,Q6QE20
D009101,Q6QE20
D009336,Q6QE20
D010051,Q6QE20
D013921,Q6QE20
D004715,Q8N4S1
D004827,Q8N4S1
D001943,Q8TC71
D011471,Q8TC71
D008113,Q5VXG6
D001281,Q4ZFW0
D011471,Q96T58
D003093,Q9BTG7
D007938,Q9BTG7
D006333,Q2M3C7
D015470,P17947
D008105,Q01892
D010190,P00995
D010195,P00995
D011471,P00995
D011471,Q9NQ38
D002277,Q6LEU8
D019966,Q8WW14
D011471,Q08629
D011471,Q9BUD6
D058186,Q3LGB0
D001932,Q3LGB0
D001943,Q3LGB0
D017449,Q3LGB0
D064420,Q3LGB0
D006967,Q3LGB0
D007674,Q3LGB0
D008103,Q3LGB0
D008175,Q3LGB0
D008654,Q3LGB0
D009362,Q3LGB0
D010014,Q3LGB0
D011014,Q3LGB0
D000544,Q7Z698
D001172,Q7Z698
D002294,P35321
D013274,P35326
D001249,P35325
D015470,Q9C004
D002292,Q9H254
D013274,Q9BXG8
D000690,Q13501
D013119,Q13501
D001943,Q71UK5
D003110,Q71UK5
D015179,Q71UK5
D013226,Q71UK5
D001749,Q71UK5
D019970,Q9C0H9
D004715,P18405
D011471,P18405
D000505,P31213
D016889,P31213
D004715,P31213
D011470,P31213
D011471,P31213
D007676,P36956
D009765,P36956
D001943,Q12772
D007676,Q12772
D009362,Q12772
D013274,Q12772
D009369,P11831
D008113,Q9H3Y6
D012871,Q9UHB9
D001714,Q75MW9
D005909,Q9BXP5
D009362,Q07955
D012559,Q07955
D016889,Q6IQ42
D010051,Q6IQ42
D002277,Q01130
D012871,Q96QL6
D001714,P81877
D011471,P81877
D001281,Q14714
D011471,P43308
D000022,P61278
D004715,P61278
D004932,P61278
D004938,P61278
D007008,P61278
D009369,P61278
D010190,P61278
D010195,P61278
D012640,P61278
D010190,P30872
D013226,P30872
D010190,P30874
D012640,P30874
D013226,P30874
D010190,P32745
D013226,P32745
D013226,P31391
D013226,P35346
D011471,Q9NZK4
D011471,Q8WVC1
D017449,P15907
D003924,P15907
D001172,Q9BVH7
D001321,Q4VAZ2
D011471,Q8WWQ8
D008113,Q96MF2
D001749,Q8N3U4
D016889,Q6QNJ9
D011471,Q9Y365
D011471,Q14849
D001943,Q92502
D015179,Q92502
D001714,Q9P2P6
D001172,Q9UK44
D002178,Q9UK44
D003586,Q9UK44
D008103,Q9UK44
D009164,Q9UK44
D009362,Q9UK44
D001171,Q9BXH2
D001327,Q9BXH2
D002545,Q9BXH2
D001943,Q9BXH2
D002277,Q9BXH2
D002289,Q9BXH2
D002294,Q9BXH2
D003093,Q9BXH2
D003110,Q9BXH2
D005334,Q9BXH2
D006333,Q9BXH2
D007249,Q9BXH2
D015470,Q9BXH2
D008113,Q9BXH2
D008527,Q9BXH2
D009362,Q9BXH2
D010051,Q9BXH2
D010190,Q9BXH2
D011471,Q9BXH2
D011565,Q9BXH2
D013274,Q9BXH2
D001749,Q9BXH2
D001172,Q53S87
D001249,Q53S87
D006509,Q53S87
D008105,Q53S87
D008180,Q53S87
D009103,Q53S87
D012595,Q53S87
D001943,Q8WWS9
D002277,Q8WWS9
D008175,Q8WWS9
D016410,P51692
D003876,Q6LCD8
D004487,Q6LCD8
D006258,Q6LCD8
D001321,P02808
D001943,Q6FHC9
D004715,Q6FHC9
D011471,Q687X5
D001171,Q13586
D006973,Q13586
D008175,Q13586
D015179,P31948
D008545,P31948
D021441,Q9NS52
D002294,Q9NS52
D006973,Q9NS52
D008175,Q9NS52
D010190,Q9NS52
D001321,Q9UEW8
D006973,Q9UEW8
D001714,Q13043
D001943,Q96CE4
D002277,Q96CE4
D011471,Q96CE4
D008175,Q9Y6Q2
D008607,Q9BX79
D015179,Q9Y3F4
D001172,Q16244
D001289,Q16244
D007249,Q16244
D009765,Q16244
D008545,Q6NSC7
D001321,Q75ME0
D004827,P61266
D003294,P61266
D011471,Q12846
D004827,P61764
D006470,Q15833
D001943,Q08AL9
D001321,Q8NFX7
D009765,Q7Z503
D013274,Q6IAL5
D004715,Q3ZCW5
D009765,Q3ZCW5
D010190,Q9HAC7
D010051,Q96E28
D004715,Q6DKK3
D001943,P50225
D003110,P50225
D011471,P50225
D011471,Q53X91
D011471,Q06520
D000505,Q8IYB8
D008607,Q15526
D011471,Q5T8U7
D016889,Q15022
D005909,Q15022
D008545,Q15022
D007674,Q7L1I2
D015470,Q569J5
D010190,Q5VXJ5
D001168,P43405
D003872,P43405
D008545,P43405
D008654,P43405
D013274,Q96B47
D012559,Q86VA8
D012640,Q86VA8
D007938,Q05CK9
D001943,Q7RTM4
D015179,Q7RTM4
D019966,Q7RTM4
D001281,Q8WXH0
D002292,Q8WXH0
D001321,Q96PV0
D004827,Q96PV0
D008607,Q96PV0
D001943,Q5TA15
D001281,Q9H987
D002289,P08247
D012559,P08247
D009103,Q5QPU8
D019970,Q7L8C5
D008545,Q9H2B2
D000855,P20366
D001714,P20366
D001919,P20366
D004342,P20366
D004487,P20366
D005119,P20366
D005764,P20366
D006967,P20366
D007022,P20366
D007249,P20366
D009290,P20366
D010146,P20366
D011537,P20366
D012559,P20366
D012798,P20366
D014839,P20366
D001749,Q9Y6A5
D000437,Q53TR1
D001289,Q53TR1
D001714,Q53TR1
D001919,Q53TR1
D006973,Q53TR1
D013375,Q53TR1
D014839,Q53TR1
D000437,Q4VBL9
D019970,Q4VBL9
D007006,Q4VBL9
D004715,P09758
D012516,Q92804
D013274,Q92804
D001321,Q15572
D012871,Q9H5J8
D011471,Q8IZX4
D001008,Q8N3H0
D001943,Q96LR4
D001172,Q8N103
D003424,Q8N103
D011565,Q8N103
D003110,Q6FI52
D004715,Q6FI52
D002292,Q5ZEZ7
D008103,Q5ZEZ7
D054198,P17542
D054198,Q16559
D010300,P37837
D001943,Q6NW12
D011471,Q8TD77
D000690,Q9H256
D009220,P26639
D008545,P59551
D009765,Q7Z6H2
D011471,Q9BYX2
D003324,Q5SZM2
D009362,Q99426
D008607,Q9BTW9
D012640,Q9BTW9
D001424,Q15813
D011471,Q9H2I4
D001321,Q16650
D013771,Q152R5
D006130,Q5JT55
D003324,Q13207
D009447,Q13207
D006333,Q9UMR3
D001249,Q9UL17
D007249,Q9UL17
D007676,Q9UL17
D001281,Q99593
D009336,Q0VAB0
D011655,Q0VAB0
D012220,Q0VAB0
D004342,Q9UDV3
D011471,Q9UDV3
D015470,Q86VL0
D011471,Q9BRU2
D015179,Q5VWI1
D003110,Q9Y242
D054198,Q6PJU3
D008113,Q9NQB0
D012640,Q9NQB0
D003424,P36402
D008180,P36402
D013964,Q53T87
D001171,Q6FHW4
D002311,Q6FHW4
D003110,Q6FHW4
D015179,Q6FHW4
D003327,Q6FHW4
D003924,Q6FHW4
D000749,P20061
D000749,P20062
D001321,P20062
D015179,P20062
D064420,P20062
D011471,P20062
D011471,P17987
D001321,P48775
D005901,Q8NHU6
D007248,Q8NHU6
D015179,Q3Y452
D004833,Q02763
D012559,Q96M29
D019966,Q9NT68
D019970,Q9P273
D001714,Q6N022
D008175,Q99973
D001943,Q9UQ24
D002280,Q9UQ24
D002289,Q9UQ24
D003324,Q9UQ24
D007674,Q9UQ24
D007945,Q9UQ24
D015464,Q9UQ24
D015470,Q9UQ24
D008113,Q9UQ24
D008175,Q9UQ24
D008180,Q9UQ24
D008545,Q9UQ24
D009369,Q9UQ24
D009447,Q9UQ24
D010051,Q9UQ24
D010190,Q9UQ24
D011471,Q9UQ24
D013964,Q9UQ24
D001749,Q9UQ24
D005909,Q9UGI8
D002292,Q6N021
D015179,Q6N021
D015473,Q6N021
D011471,Q6N021
D058186,Q06AH7
D000437,Q06AH7
D000544,Q06AH7
D001321,Q06AH7
D002277,Q06AH7
D064420,Q06AH7
D004443,Q06AH7
D007249,Q06AH7
D009404,Q06AH7
D009765,Q06AH7
D012148,Q06AH7
D000544,Q6LES8
D001943,P05549
D007674,P05549
D004374,Q92481
D013274,Q92754
D002292,P19532
D058186,Q07654
D007674,Q07654
D000402,P10646
D001171,P10646
D020246,P10646
D001172,P48307
D001943,P48307
D015179,P48307
D008545,P48307
D009362,P48307
D010003,P48307
D010190,P48307
D000022,P02786
D001943,P02786
D015179,P02786
D016481,P02786
D007249,P02786
D015451,P02786
D008175,P02786
D008228,P02786
D009765,P02786
D001749,P02786
D001008,Q9NYM1
D001327,Q9NYM1
D003866,Q9NYM1
D006042,Q9NYM1
D013967,Q9NYM1
D002289,Q9UQ91
D006258,Q9UQ91
D006976,Q9UQ91
D007249,Q9UQ91
D008113,Q9UQ91
D011471,Q9UQ91
D011565,Q9UQ91
D011654,Q9UQ91
D013274,Q9UQ91
D000022,Q86YU2
D058186,Q86YU2
D001249,Q86YU2
D002277,Q86YU2
D002294,Q86YU2
D015179,Q86YU2
D003550,Q86YU2
D003924,Q86YU2
D003928,Q86YU2
D003929,Q86YU2
D004381,Q86YU2
D004827,Q86YU2
D006073,Q86YU2
D006967,Q86YU2
D006973,Q86YU2
D007249,Q86YU2
D015212,Q86YU2
D007674,Q86YU2
D007676,Q86YU2
D008103,Q86YU2
D008105,Q86YU2
D008175,Q86YU2
D009203,Q86YU2
D009362,Q86YU2
D009404,Q86YU2
D010003,Q86YU2
D015663,Q86YU2
D010190,Q86YU2
D011014,Q86YU2
D011471,Q86YU2
D011656,Q86YU2
D018805,Q86YU2
D020521,Q86YU2
D013920,Q86YU2
D014581,Q86YU2
D001327,P61812
D003490,P61812
D004715,P61812
D005901,P61812
D000022,Q15582
D003928,Q15582
D018805,Q15582
D000022,Q5T7S2
D058186,Q5T7S2
D015179,Q5T7S2
D008103,Q5T7S2
D001014,P37173
D001932,P37173
D002277,P37173
D003110,P37173
D003928,P37173
D004938,P37173
D005221,P37173
D008175,P37173
D009362,P37173
D011471,P37173
D009362,Q15583
D001932,Q9BXQ0
D001943,Q9BXQ0
D002292,Q9BXQ0
D004938,Q9BXQ0
D005909,Q9BXQ0
D006973,Q9BXQ0
D010003,Q9BXQ0
D010190,Q9BXQ0
D004409,Q9UQ57
D006973,Q9UQ57
D008607,Q9UQ57
D009447,Q9UQ57
D010300,Q9UQ57
D020734,Q9UQ57
D010673,Q9UQ57
D003924,Q6YHU6
D064420,P07204
D015473,P07204
D009203,P07204
D011655,P07204
D012128,P07204
D013274,P07204
D013927,P07204
D001171,P07996
D001943,P07996
D003925,P07996
D008103,P07996
D012559,P07996
D003925,Q5RI53
D001943,Q5TEK2
D007674,Q9NWX6
D004715,Q6FH41
D001281,P10828
D002277,Q92748
D019966,Q6ZMP0
D001714,Q9UPZ6
D011471,Q9P016
D002294,Q13009
D019966,Q8IVF5
D020803,Q8IUC6
D018357,Q8IUC6
D012208,P62072
D001327,Q6FGX5
D003924,Q6FGX5
D006973,Q6FGX5
D007249,Q6FGX5
D012128,Q6FGX5
D014648,Q6FGX5
D000022,P16035
D009203,P16035
D001749,P16035
D000022,P35625
D001249,P35625
D013274,P35625
D001745,P35625
D011471,Q99727
D003928,Q7Z477
D006130,Q9BSI4
D010051,Q05BQ2
D008288,P58753
D011008,P58753
D011471,P58753
D014376,P58753
D011471,Q2VPE5
D015179,P04183
D002277,Q16832
D001172,Q6PRX3
D001943,Q6PRX3
D002277,Q5JSZ2
D064420,Q6FI64
D020803,Q6PCD4
D005334,Q6PCD4
D011471,Q9Y2C9
D017449,Q9NYK1
D003424,Q9NR96
D007249,Q9NR96
D009203,Q9BZW4
D005902,Q9UM00
D008607,Q9UM00
D011471,Q9UIK5
D008545,Q14DG7
D008113,Q14C87
D002289,Q8N605
D005909,Q8N605
D008607,Q8N605
D003924,Q96B42
D009765,Q96B42
D010300,Q5JWB9
D001943,Q86YD3
D008545,Q3MIR4
D002277,Q86SV2
D008175,Q9NWC5
D013274,Q2HIZ8
D008103,Q5HYA8
D006333,Q6P5X7
D011471,Q6PII6
D001321,Q9NVH6
D011471,P28289
D001172,P42167
D002311,P42167
D011471,Q96T73
D019966,Q7RTY8
D017449,P63313
D011471,Q0P5U7
D004715,Q9H8H3
D001249,P24821
D004715,P24821
D008545,P24821
D014648,P24821
D058186,Q5STB3
D000544,Q5STB3
D000855,Q5STB3
D001008,Q5STB3
D001172,Q5STB3
D001249,Q5STB3
D001929,Q5STB3
D002545,Q5STB3
D001943,Q5STB3
D002056,Q5STB3
D002100,Q5STB3
D002690,Q5STB3
D003093,Q5STB3
D003110,Q5STB3
D015179,Q5STB3
D003424,Q5STB3
D017449,Q5STB3
D003924,Q5STB3
D004342,Q5STB3
D064420,Q5STB3
D004487,Q5STB3
D005334,Q5STB3
D006323,Q5STB3
D006333,Q5STB3
D006501,Q5STB3
D006932,Q5STB3
D006934,Q5STB3
D006967,Q5STB3
D006973,Q5STB3
D006976,Q5STB3
D007003,Q5STB3
D007022,Q5STB3
D007249,Q5STB3
D015212,Q5STB3
D007676,Q5STB3
D007896,Q5STB3
D007898,Q5STB3
D008088,Q5STB3
D008113,Q5STB3
D008175,Q5STB3
D008288,Q5STB3
D008545,Q5STB3
D009203,Q5STB3
D009325,Q5STB3
D009336,Q5STB3
D009362,Q5STB3
D009447,Q5STB3
D009765,Q5STB3
D010014,Q5STB3
D015663,Q5STB3
D010146,Q5STB3
D010190,Q5STB3
D010300,Q5STB3
D010996,Q5STB3
D011014,Q5STB3
D011565,Q5STB3
D011654,Q5STB3
D011656,Q5STB3
D011833,Q5STB3
D012140,Q5STB3
D012509,Q5STB3
D012559,Q5STB3
D018805,Q5STB3
D012772,Q5STB3
D012871,Q5STB3
D012983,Q5STB3
D013226,Q5STB3
D013274,Q5STB3
D013276,Q5STB3
D020521,Q5STB3
D013345,Q5STB3
D013927,Q5STB3
D013964,Q5STB3
D014277,Q5STB3
D001749,Q5STB3
D014581,Q5STB3
D018754,Q5STB3
D003928,Q13829
D001172,Q03169
D001172,Q5VXR0
D001327,Q5VXR0
D007249,Q5VXR0
D008180,Q5VXR0
D016410,Q5VXR0
D009103,Q5VXR0
D011565,Q5VXR0
D001171,P98066
D017449,P98066
D012871,P98066
D010190,Q6FH58
D015451,Q9Y6Q6
D058186,Q9NP84
D009203,Q9NP84
D009101,Q4ACX1
D001172,Q92956
D008545,Q9NS68
D000855,Q6Y4Q7
D001327,Q6Y4Q7
D002545,Q6Y4Q7
D002100,Q6Y4Q7
D003550,Q6Y4Q7
D003924,Q6Y4Q7
D005334,Q6Y4Q7
D006333,Q6Y4Q7
D006967,Q6Y4Q7
D008105,Q6Y4Q7
D009103,Q6Y4Q7
D011014,Q6Y4Q7
D001321,Q8IVS6
D002545,Q8IVS6
D003924,Q8IVS6
D006967,Q8IVS6
D008103,Q8IVS6
D009182,Q8IVS6
D009765,Q8IVS6
D011014,Q8IVS6
D000690,Q9NZD9
D011471,Q9NZD9
D001327,P43489
D002311,P43489
D014777,P43489
D017088,Q6GMU3
D002311,Q6GMU3
D006086,Q6GMU3
D006470,Q6GMU3
D006689,Q6GMU3
D009164,Q6GMU3
D014777,Q6GMU3
D002311,Q07011
D003110,Q07011
D007680,Q07011
D013274,Q07011
D014777,Q07011
D000022,Q6JSD9
D001943,Q6JSD9
D002292,Q6JSD9
D003110,Q6JSD9
D015179,Q6JSD9
D016889,Q6JSD9
D005909,Q6JSD9
D007680,Q6JSD9
D007938,Q6JSD9
D015470,Q6JSD9
D008113,Q6JSD9
D009362,Q6JSD9
D009447,Q6JSD9
D010051,Q6JSD9
D010190,Q6JSD9
D011471,Q6JSD9
D006934,Q5T9Y4
D015451,Q5T9Y4
D010014,Q5T9Y4
D001281,Q4ACW9
D000022,Q6FGR7
D015179,Q6FGR7
D002311,Q6FGS4
D007896,Q6FGS4
D008180,Q6FGS4
D009203,Q6FGS4
D014777,Q6FGS4
D002311,Q52M88
D006086,Q52M88
D006689,Q52M88
D017681,Q52M88
D007943,Q52M88
D015451,Q52M88
D015470,Q52M88
D008088,Q52M88
D009101,Q52M88
D009164,Q52M88
D014777,Q52M88
D002311,P41273
D013274,P41273
D014777,P41273
D001171,Q7Z4L4
D012871,Q7Z4L4
D001249,Q15025
D001943,Q15025
D008180,Q15025
D011565,Q15025
D012595,Q15025
D008113,Q07912
D002311,Q6FGX2
D009203,Q6FGX2
D002311,Q8IZA2
D006333,Q8IZA2
D009336,Q8IZA2
D012127,Q8IZA2
D017180,Q8IZA2
D018487,Q8IZA2
D004715,P50616
D064420,Q6PK95
D008113,Q6PK95
D009369,Q6PK95
D001943,P11388
D007938,P11388
D008113,P11388
D011471,P11388
D018805,P11388
D015451,Q05BV8
D058186,Q761V2
D000690,Q761V2
D002545,Q761V2
D001943,Q761V2
D002277,Q761V2
D002280,Q761V2
D002289,Q761V2
D002292,Q761V2
D018288,Q761V2
D002294,Q761V2
D003110,Q761V2
D015179,Q761V2
D004938,Q761V2
D006973,Q761V2
D007247,Q761V2
D007248,Q761V2
D007642,Q761V2
D015451,Q761V2
D008113,Q761V2
D008175,Q761V2
D016410,Q761V2
D008545,Q761V2
D009362,Q761V2
D012516,Q761V2
D010051,Q761V2
D010190,Q761V2
D054198,Q761V2
D011471,Q761V2
D011565,Q761V2
D012509,Q761V2
D012559,Q761V2
D013274,Q761V2
D013964,Q761V2
D001749,Q761V2
D001943,Q3YL84
D002289,Q3YL84
D003110,Q3YL84
D005909,Q3YL84
D010051,Q3YL84
D001943,Q05BL1
D002277,Q53FA7
D002277,Q9H3D4
D002294,Q9H3D4
D015179,Q9H3D4
D008175,Q9H3D4
D009362,Q9H3D4
D010051,Q9H3D4
D010190,Q9H3D4
D001943,Q8WXG0
D007249,Q8WXG0
D008175,Q8WXG0
D011471,Q13641
D011471,P55327
D011471,Q16890
D006976,Q08EN2
D007680,Q08EN2
D012559,Q08EN2
D001289,Q14CC5
D001321,Q14CC5
D003866,Q14CC5
D005334,Q14CC5
D000544,P60174
D002294,P60174
D004938,Q8TCG4
D006973,Q8TCG4
D002277,Q5VU62
D003110,Q5VU62
D013274,Q5VU62
D013964,Q5VU62
D004938,P67936
D009362,P67936
D009503,Q9BS45
D001327,Q6P534
D006042,Q6P534
D000544,Q96AP0
D011471,Q96AP0
D013964,Q9UE33
D043183,Q86UA5
D011537,Q86UA5
D007680,Q5W0H4
D011471,Q5W0H4
D012871,Q549U1
D000022,Q13077
D001172,Q13077
D004374,Q13077
D009103,Q13077
D011471,Q13077
D001172,Q9Y4K3
D003324,Q9Y4K3
D012559,Q9UPV9
D010003,Q9BV61
D013274,Q9BV61
D012871,P48553
D000544,Q5TCX1
D003704,Q5TCX1
D001943,Q05GC8
D007249,Q6IAN5
D008180,Q6IAN5
D001145,P20396
D001919,P20396
D004715,P20396
D006973,P20396
D015470,P20396
D009290,P20396
D010146,P20396
D012640,P20396
D014202,P20396
D003324,Q96RU8
D015473,Q96RU7
D010003,Q9C040
D015179,Q13263
D001943,Q96LD4
D013274,P0CI26
D001943,Q5JY02
D002289,Q5JY02
D003110,Q5JY02
D004938,Q5JY02
D005909,Q5JY02
D008113,Q5JY02
D010051,Q5JY02
D007249,P48995
D001714,Q4W5P7
D006973,Q4W5P7
D006973,Q9UL62
D001714,Q5KTC1
D010300,Q5KTC1
D006333,Q8TD43
D011471,Q8TD43
D012120,Q8TD43
D015179,Q96QT4
D008103,Q96QT4
D002277,Q9UHF7
D003371,Q52PU4
D016889,Q52PU4
D004833,Q52PU4
D004935,Q52PU4
D004941,Q52PU4
D006356,Q52PU4
D007249,Q52PU4
D009369,Q52PU4
D009765,Q52PU4
D010146,Q52PU4
D010195,Q52PU4
D001749,Q52PU4
D016889,Q9Y5S1
D010003,Q9HBA0
D008545,Q8N563
D012559,Q8N563
D001321,Q96RT5
D002292,Q96RT5
D002294,Q96RT5
D004827,Q96RT5
D012640,Q96RT5
D013036,Q96RT5
D001321,Q5HYF7
D002294,Q5HYF7
D004827,Q5HYF7
D007249,Q5HYF7
D007680,Q5HYF7
D015470,Q5HYF7
D008175,Q5HYF7
D010190,Q5HYF7
D012640,Q5HYF7
D013036,Q5HYF7
D002277,Q15714
D007248,Q5JRJ0
D008607,Q8NCE0
D008607,Q9BSV6
D008607,Q7Z6J9
D020820,P43897
D001714,P01222
D002277,Q8NH23
D008175,Q8NH23
D013967,Q8NH23
D013964,Q8NH23
D013971,Q8NH23
D001249,Q969D9
D003876,Q969D9
D007249,Q969D9
D000544,Q8NG11
D012559,Q8WUV1
D012128,P19075
D006501,P30536
D016889,Q9H2G4
D008545,Q9UJ04
D001327,Q9BXA7
D011471,Q16762
D007246,Q6DKK2
D007674,Q7Z4L5
D019966,Q7Z4L5
D008113,Q5SRH9
D009293,Q92623
D011471,Q8N5M4
D008113,Q3SXZ7
D001281,Q8WZ50
D002311,Q8WZ50
D058186,Q13739
D000686,Q13739
D064420,Q13739
D008175,Q13739
D013274,Q8N532
D001281,Q9NY65
D001171,Q13885
D015470,Q13885
D002277,Q9BVA1
D001943,Q9BV28
D010051,Q9BV28
D002311,P07437
D006333,P07437
D004938,P49411
D008223,Q12792
D003324,Q15672
D009362,Q15672
D013274,Q15672
D001943,P10599
D009362,P10599
D001172,Q86UY0
D009362,Q86UY0
D011471,Q86UY0
D001172,Q9H3M7
D003928,Q9H3M7
D004715,Q9H3M7
D013274,Q9H3M7
D015179,Q16881
D004827,Q16881
D006333,Q16881
D008654,Q16881
D010003,Q16881
D005902,Q17RE6
D011471,Q17RE6
D001172,P29597
D001321,P29597
D019970,P29597
D003424,P29597
D008105,P29597
D009103,P29597
D011565,P29597
D002277,P19971
D003110,P19971
D015179,P19971
D009362,P19971
D010190,P19971
D013274,P19971
D001749,P19971
D001943,Q53Y97
D002294,Q53Y97
D003110,Q53Y97
D015179,Q53Y97
D064420,Q53Y97
D006258,Q53Y97
D008175,Q53Y97
D008228,Q53Y97
D010051,Q53Y97
D010190,Q53Y97
D011471,Q53Y97
D012004,Q53Y97
D013274,Q53Y97
D002280,Q9UMA2
D008545,Q9UMA2
D013927,Q8N6J3
D008175,Q6LES1
D008545,Q6LES1
D011471,Q7Z780
D002294,Q5JRS3
D002294,P41226
D001943,Q5TZN3
D001171,P51965
D012871,P51965
D003924,Q96LR5
D001321,Q75MF5
D002277,Q7KZS0
D007680,Q9NPD8
D001321,Q9UBN9
D004827,Q9UBN9
D001943,Q8WVY7
D013274,Q05BV2
D002289,P09936
D004938,P09936
D009362,Q5TBK7
D011471,Q9BZX2
D001008,P55089
D006973,P55089
D007022,P55089
D007249,P55089
D000855,Q96RP3
D006333,Q96RP3
D007249,Q969E3
D002311,Q4KMT7
D006333,Q4KMT7
D009765,Q4KMT7
D002545,P55851
D002277,P55851
D003924,P55851
D006973,P55851
D009765,P55851
D020521,P55851
D009765,P55916
D011471,P55916
D058186,Q9H3F9
D018288,Q9H3F9
D064420,Q9H3F9
D006689,Q9H3F9
D006932,Q9H3F9
D009503,Q9H3F9
D012559,Q8WX91
D058186,Q5DSZ5
D008545,P36537
D011471,Q9UHH3
D001749,Q9HCT7
D013274,Q9BZM5
D009101,Q96C45
D006973,Q8NHW8
D007674,Q8NHW8
D001943,P11172
D002294,P11172
D003110,P11172
D015179,P11172
D011471,P11172
D013274,P11172
D011471,Q70J99
D013345,Q8IZJ1
D002292,Q4W5H4
D020803,Q58F16
D008103,Q58F16
D015179,Q6FHS8
D010300,Q16831
D001321,Q6AHZ8
D013036,Q6AHZ8
D001943,Q6IAS0
D009765,P22695
D013274,Q5T4A9
D008607,Q96N76
D006258,Q71UD5
D017119,Q71UD5
D012871,Q92995
D003929,Q2NL66
D008175,Q9UMW8
D011471,Q96RU2
D001281,Q6JHV3
D001281,Q9P2H5
D003110,Q53GS9
D003924,Q86UV5
D008545,Q96FW8
D011471,Q93009
D001749,Q93009
D001281,Q9Y2C2
D004715,Q9Y2C2
D001919,Q5H8X8
D001068,Q5H8X8
D006973,Q5H8X8
D011471,Q9UBK9
D003324,Q6FG93
D002277,Q9BV40
D003324,Q9BV40
D008527,Q96D37
D006973,Q9UKW4
D011471,Q9UKW4
D001161,P19320
D003093,P19320
D003872,P19320
D006937,P19320
D006973,P19320
D009103,P19320
D014581,P19320
D004715,Q86W61
D003586,Q9HAP1
D011471,Q9HAP1
D003928,P21796
D004827,P21796
D009203,P21796
D018487,P21796
D002294,Q5JSD2
D003928,Q5JSD2
D004827,Q5JSD2
D010003,Q5JSD2
D000505,Q6T928
D001943,Q6T928
D004833,Q6T928
D006973,Q6T928
D015451,Q6T928
D009103,Q6T928
D009369,Q6T928
D011471,Q6T928
D058186,Q96FD9
D000544,Q96FD9
D001172,Q96FD9
D001249,Q96FD9
D001932,Q96FD9
D002289,Q96FD9
D021441,Q96FD9
D002294,Q96FD9
D003110,Q96FD9
D003324,Q96FD9
D003928,Q96FD9
D064420,Q96FD9
D016889,Q96FD9
D004833,Q96FD9
D007172,Q96FD9
D005909,Q96FD9
D006258,Q96FD9
D006333,Q96FD9
D006470,Q96FD9
D007249,Q96FD9
D008103,Q96FD9
D008269,Q96FD9
D009362,Q96FD9
D009369,Q96FD9
D012516,Q96FD9
D011471,Q96FD9
D011565,Q96FD9
D012208,Q96FD9
D013119,Q96FD9
D013226,Q96FD9
D013276,Q96FD9
D001943,Q8TEV2
D010190,Q8TEV2
D001943,Q6FH59
D008545,Q6FH59
D009765,Q05BJ3
D013276,Q05BJ3
D008545,Q8N8G2
D002277,Q9UMS8
D002292,Q9UMS8
D007680,Q9UMS8
D008175,Q9UMS8
D009103,Q9UMS8
D010673,Q9UMS8
D001943,P08670
D007674,P08670
D008103,P08670
D009362,P08670
D010003,P08670
D011471,P08670
D001321,P01282
D004487,P01282
D007172,P01282
D007022,P01282
D008607,P01282
D009362,P01282
D010146,P01282
D011471,P01282
D012220,P01282
D001745,P01282
D012559,P41587
D001778,Q9BQB6
D003327,Q9BQB6
D064420,Q9BQB6
D006470,Q9BQB6
D020521,Q9BQB6
D013927,Q9BQB6
D001321,Q5VVF8
D009765,Q5VVF8
D002292,Q3SXP2
D015470,Q96AW1
D054198,P12018
D010300,Q96QK1
D012559,Q96QK1
D001943,Q96JC1
D012559,Q96JC1
D011471,Q4VXZ2
D015470,Q9Y279
D000544,Q53RT2
D015179,Q96AJ9
D003424,P04004
D008103,P04004
D001281,P04275
D006333,P04275
D006973,P04275
D013927,P04275
