Disease,Protein
D013226,Q4QQH3
D012640,P57103
D013226,P57103
D002312,P19634
D003921,P19634
D004487,P19634
D006333,P19634
D010146,P19634
D015427,P19634
D020257,P19634
D004487,Q9UBY0
D003921,P48764
D003967,P48764
D004487,P48764
D007022,P48764
D000138,Q6AI14
D003704,Q9Y2E8
D001321,Q8IVB4
D001281,Q4ZJI4
D001943,Q7Z4M3
D056486,Q7Z4M3
D064420,Q7Z4M3
D009135,Q7Z4M3
D003110,Q6NSD0
D015179,Q6NSD0
D008175,Q6NSD0
D015179,Q92959
D064420,Q92959
D006528,Q4W5N0
D015473,Q4W5N0
D005879,Q96PX8
D009771,Q4QQH1
D019966,Q9H2G2
D056486,Q6LDI0
D015427,Q6LDI0
D019970,Q15797
D013375,Q15797
D019465,Q53XR6
D008106,Q53XR6
D020257,Q53XR6
D019970,P84022
D015179,P84022
D019465,P84022
D008103,P84022
D010003,P84022
D014594,P84022
D020257,P84022
D003072,Q9BYG6
D015179,Q9BYG6
D019465,Q9BYG6
D003638,Q9BYG6
D008106,Q9BYG6
D009135,Q9BYG6
D010190,Q9BYG6
D013274,Q9BYG6
D019970,Q68DB7
D003924,Q68DB7
D013375,Q68DB7
D011471,Q86UA8
D002051,Q9HBD4
D019970,Q9HBD4
D010051,Q9HBD4
D054218,Q9HBD4
D012509,Q9HBD4
D011471,Q9H4L7
D000230,Q58EY4
D004195,Q58EY4
D008106,Q58EY4
D008175,Q58EY4
D009503,Q92925
D004827,Q6P2R1
D001749,Q6P2R1
D001749,Q8NDV3
D008106,Q7Z2X1
D008175,Q7Z2X1
D008106,Q8IY18
D003924,Q4W5P6
D001932,Q9NWM0
D007247,Q9NWM0
D015473,Q9NWM0
D012878,Q9NWM0
D008106,Q9H4F8
D008106,Q9H3U7
D020244,Q5TE25
D020521,Q5TE25
D007674,Q8TEY3
D009361,Q8TEY3
D007938,Q9NY59
D009190,Q9NY59
D004715,Q92484
D001172,P52788
D019970,Q9HCE7
D013375,Q9HCE7
D004938,Q05C86
D019969,Q3B7A0
D001714,P60880
D003866,P60880
D003921,P60880
D003924,P60880
D004827,P60880
D011618,P60880
D002289,Q5SQN1
D019969,Q4W5L2
D001259,Q4W5L2
D019970,Q4W5L2
D004195,Q4W5L2
D006333,Q4W5L2
D009410,Q4W5L2
D019954,Q4W5L2
D019636,Q4W5L2
D010300,Q4W5L2
D010302,Q4W5L2
D020734,Q4W5L2
D011605,Q4W5L2
D015431,Q4W5L2
D001943,Q6FHG5
D002277,Q6FHG5
D006948,Q6FHG5
D015674,Q6FHG5
D008325,Q6FHG5
D001321,Q7KZF4
D008175,Q7KZF4
D020258,Q9BXW3
D001281,Q8WVK2
D013274,Q9UIS4
D002277,P62318
D015674,P62318
D008325,P62318
D004195,Q49AN9
D001321,P63162
D013226,Q29RY0
D001321,Q9NY99
D008113,Q8N5Z3
D002524,Q5JRQ0
D056486,Q96RF0
D006528,Q96L92
D008114,Q96L92
D001943,Q86XE0
D013274,Q6P5V6
D008106,Q9UNH6
D008106,P35610
D008106,Q4JHT5
D008107,Q4JHT5
D008114,Q4JHT5
D015427,Q4JHT5
D050197,Q6FI39
D006528,Q6FI39
D016889,Q6FI39
D008107,Q6FI39
D017202,Q6FI39
D011230,Q8WXH5
D058186,P00441
D001249,P00441
D050197,P00441
D002545,P00441
D006528,P00441
D002471,P00441
D056486,P00441
D003866,P00441
D003920,P00441
D003921,P00441
D003924,P00441
D004195,P00441
D064420,P00441
D005221,P00441
D005234,P00441
D005317,P00441
D020233,P00441
D005910,P00441
D034381,P00441
D006333,P00441
D006461,P00441
D006973,P00441
D006980,P00441
D007022,P00441
D007035,P00441
D007249,P00441
D007511,P00441
D002546,P00441
D008107,P00441
D019957,P00441
D018908,P00441
D009133,P00441
D009203,P00441
D009336,P00441
D009410,P00441
D009422,P00441
D009765,P00441
D010051,P00441
D010243,P00441
D010300,P00441
D011507,P00441
D011658,P00441
D015427,P00441
D013119,P00441
D020521,P00441
D001749,P00441
D015431,P00441
D054058,Q7Z7M7
D000230,Q7Z7M7
D000419,Q7Z7M7
D000544,Q7Z7M7
D000740,Q7Z7M7
D001172,Q7Z7M7
D050197,Q7Z7M7
D001327,Q7Z7M7
D001930,Q7Z7M7
D002545,Q7Z7M7
D001932,Q7Z7M7
D001943,Q7Z7M7
D002277,Q7Z7M7
D006528,Q7Z7M7
D002289,Q7Z7M7
D002292,Q7Z7M7
D002294,Q7Z7M7
D006332,Q7Z7M7
D009202,Q7Z7M7
D002311,Q7Z7M7
D002471,Q7Z7M7
D002493,Q7Z7M7
D056486,Q7Z7M7
D003110,Q7Z7M7
D015179,Q7Z7M7
D003865,Q7Z7M7
D003921,Q7Z7M7
D003924,Q7Z7M7
D003928,Q7Z7M7
D004938,Q7Z7M7
D005234,Q7Z7M7
D005334,Q7Z7M7
D005355,Q7Z7M7
D006333,Q7Z7M7
D006973,Q7Z7M7
D006976,Q7Z7M7
D006980,Q7Z7M7
D007003,Q7Z7M7
D000860,Q7Z7M7
D020244,Q7Z7M7
D007333,Q7Z7M7
D007511,Q7Z7M7
D002546,Q7Z7M7
D007674,Q7Z7M7
D007680,Q7Z7M7
D007683,Q7Z7M7
D008103,Q7Z7M7
D008171,Q7Z7M7
D017563,Q7Z7M7
D016403,Q7Z7M7
D008325,Q7Z7M7
D008654,Q7Z7M7
D028361,Q7Z7M7
D009101,Q7Z7M7
D009203,Q7Z7M7
D017202,Q7Z7M7
D009336,Q7Z7M7
D009361,Q7Z7M7
D009362,Q7Z7M7
D009369,Q7Z7M7
D009404,Q7Z7M7
D009410,Q7Z7M7
D019636,Q7Z7M7
D009765,Q7Z7M7
D010003,Q7Z7M7
D010024,Q7Z7M7
D010051,Q7Z7M7
D010190,Q7Z7M7
D010300,Q7Z7M7
D010523,Q7Z7M7
D011230,Q7Z7M7
D047928,Q7Z7M7
D011471,Q7Z7M7
D011565,Q7Z7M7
D011605,Q7Z7M7
D015427,Q7Z7M7
D012128,Q7Z7M7
D012640,Q7Z7M7
D012770,Q7Z7M7
D012871,Q7Z7M7
D012878,Q7Z7M7
D013274,Q7Z7M7
D001749,Q7Z7M7
D014652,Q7Z7M7
D018487,Q7Z7M7
D056486,P08294
D006333,P08294
D006973,P08294
D016403,P08294
D009336,P08294
D029424,P08294
D011658,P08294
D056486,Q00796
D015428,Q00796
D001281,Q92673
D056486,Q92673
D002779,Q92673
D009361,Q92673
D002318,Q99523
D002779,Q99523
D003324,Q99523
D008107,Q99523
D009361,Q05CH0
D015179,Q2T9L5
D012871,P35713
D001259,P48431
D001932,P48431
D002294,P48431
D008175,P48431
D011471,P48431
D012509,P48431
D001749,P48431
D006332,Q06945
D006333,Q06945
D008106,Q06945
D008114,Q06945
D001281,Q6IBT9
D010523,P57073
D002277,P48436
D019465,P48436
D008175,P48436
D015674,P48436
D008325,P48436
D009361,P48436
D009362,P48436
D013274,P48436
D002471,Q15403
D015179,Q15403
D006943,Q15403
D009361,Q15403
D009362,Q15403
D012878,Q15403
D015451,Q7Z2U4
D008106,Q7Z2U4
D001714,Q32M51
D012559,Q32M51
D011471,Q6BEB4
D003110,Q6QE20
D015179,Q6QE20
D006505,Q6QE20
D006930,Q6QE20
D007674,Q6QE20
D015470,Q6QE20
D008103,Q6QE20
D008106,Q6QE20
D017116,Q6QE20
D009101,Q6QE20
D017202,Q6QE20
D009336,Q6QE20
D009374,Q6QE20
D010051,Q6QE20
D013921,Q6QE20
D014511,Q6QE20
D015430,Q6QE20
D004715,Q8N4S1
D004827,Q8N4S1
D001943,Q8TC71
D011471,Q8TC71
D008113,Q5VXG6
D001281,Q4ZFW0
D006528,Q9HBM1
D011471,Q96T58
D010264,Q9UQ90
D005355,Q9BTG7
D007938,Q9BTG7
D009190,Q9BTG7
D020244,Q9NRA0
D008569,Q9NRA0
D006333,Q2M3C7
D015470,P17947
D054218,P17947
D008105,Q01892
D056486,Q99865
D008106,Q99865
D010190,P00995
D010195,P00995
D011471,P00995
D011471,Q9NQ38
D002277,Q6LEU8
D015674,Q6LEU8
D008325,Q6LEU8
D009436,Q6LEU8
D049188,Q6LEU8
D019966,Q8WW14
D011471,Q08629
D011471,Q9BUD6
D058186,Q3LGB0
D000230,Q3LGB0
D001932,Q3LGB0
D001943,Q3LGB0
D002543,Q3LGB0
D056486,Q3LGB0
D064420,Q3LGB0
D005910,Q3LGB0
D005923,Q3LGB0
D006331,Q3LGB0
D006967,Q3LGB0
D007674,Q3LGB0
D056784,Q3LGB0
D008103,Q3LGB0
D008114,Q3LGB0
D008175,Q3LGB0
D008325,Q3LGB0
D008654,Q3LGB0
D009362,Q3LGB0
D009374,Q3LGB0
D011014,Q3LGB0
D011507,Q3LGB0
D011658,Q3LGB0
D014511,Q3LGB0
D009421,Q7Z699
D000544,Q7Z698
D001172,Q7Z698
D002294,P35321
D013274,P35326
D001249,P35325
D006528,Q9H040
D015470,Q9C004
D008106,Q96A44
D008106,Q14917
D019636,Q14917
D000743,P11277
D015430,Q53RC4
D002292,Q9H254
D013274,Q9BXG8
D008114,Q14534
D019957,Q13501
D013119,Q13501
D001943,Q71UK5
D006332,Q71UK5
D003092,Q71UK5
D003110,Q71UK5
D015179,Q71UK5
D009361,Q71UK5
D013226,Q71UK5
D001749,Q71UK5
D019970,Q9C0H9
D004715,P18405
D008106,P18405
D011471,P18405
D000505,P31213
D016889,P31213
D004715,P31213
D011471,P31213
D006528,P36956
D003921,P36956
D005234,P36956
D007333,P36956
D007676,P36956
D008106,P36956
D065626,P36956
D009765,P36956
D001943,Q12772
D006528,Q12772
D007333,Q12772
D007676,Q12772
D009362,Q12772
D013274,Q12772
D009369,P11831
D008106,P10124
D008106,Q75MZ6
D015430,Q75MZ6
D004195,P19623
D008113,Q9H3Y6
D019465,Q9UHB9
D012871,Q9UHB9
D056486,Q86X80
D002779,Q86X80
D001714,Q75MW9
D006528,P78539
D004195,Q3ZK31
D008106,Q3ZK31
D005909,Q9BXP5
D009362,Q07955
D012559,Q07955
D016889,Q6IQ42
D010051,Q6IQ42
D002277,Q01130
D015674,Q01130
D008325,Q01130
D008107,Q13243
D020258,Q13243
D012871,Q96QL6
D001714,P81877
D011471,P81877
D001281,Q14714
D011471,P43308
D004715,P61278
D004938,P61278
D007008,P61278
D007511,P61278
D019964,P61278
D009102,P61278
D009369,P61278
D010190,P61278
D010195,P61278
D012640,P61278
D010190,P30872
D013226,P30872
D010190,P30874
D012640,P30874
D013226,P30874
D010190,P32745
D013226,P32745
D013226,P31391
D013226,P35346
D006528,Q16384
D011471,Q9NZK4
D008106,Q8WVC1
D011471,Q8WVC1
D003924,P15907
D001172,Q9BVH7
D008107,Q86X71
D020258,Q86X71
D001321,Q4VAZ2
D006528,Q8WWQ8
D011471,Q8WWQ8
D006529,Q96MF2
D008106,Q96MF2
D008113,Q96MF2
D002295,Q8N3U4
D009190,Q8N3U4
D001749,Q8N3U4
D016889,Q6QNJ9
D011471,Q9Y365
D008106,Q9Y3M8
D011471,Q14849
D001943,Q92502
D015179,Q92502
D001714,Q9P2P6
D001169,Q9UK44
D001172,Q9UK44
D006528,Q9UK44
D034381,Q9UK44
D008103,Q9UK44
D009362,Q9UK44
D054218,Q9UK44
D000230,Q9BXH2
D001169,Q9BXH2
D050197,Q9BXH2
D001284,Q9BXH2
D001327,Q9BXH2
D002545,Q9BXH2
D001943,Q9BXH2
D002277,Q9BXH2
D002289,Q9BXH2
D002294,Q9BXH2
D006332,Q9BXH2
D009202,Q9BXH2
D002471,Q9BXH2
D003110,Q9BXH2
D004195,Q9BXH2
D005334,Q9BXH2
D005355,Q9BXH2
D006333,Q9BXH2
D020244,Q9BXH2
D007249,Q9BXH2
D015470,Q9BXH2
D008113,Q9BXH2
D008114,Q9BXH2
D015674,Q9BXH2
D008325,Q9BXH2
D008569,Q9BXH2
D009361,Q9BXH2
D009362,Q9BXH2
D009374,Q9BXH2
D010051,Q9BXH2
D010190,Q9BXH2
D011230,Q9BXH2
D011471,Q9BXH2
D011565,Q9BXH2
D011658,Q9BXH2
D015427,Q9BXH2
D013274,Q9BXH2
D001749,Q9BXH2
D002583,Q9BXH2
D001172,Q53S87
D001249,Q53S87
D006528,Q53S87
D008105,Q53S87
D008180,Q53S87
D009103,Q53S87
D000230,Q8WWS9
D001943,Q8WWS9
D002277,Q8WWS9
D008175,Q8WWS9
D015674,Q8WWS9
D008325,Q8WWS9
D017202,Q8WWS9
D011230,Q8WWS9
D054218,P51692
D013163,P51692
D004487,Q6LCD8
D006258,Q6LCD8
D011658,Q6LCD8
D001321,P02808
D008106,Q2TBD5
D001943,Q6FHC9
D004715,Q6FHC9
D065626,Q6FHC9
D008106,Q687X5
D011471,Q687X5
D006973,Q13586
D008175,Q13586
D009374,Q13586
D015430,Q05BJ5
D056486,Q86WV6
D015179,P31948
D008545,P31948
D000230,Q9NS52
D002294,Q9NS52
D006973,Q9NS52
D017379,Q9NS52
D008175,Q9NS52
D010190,Q9NS52
D001321,Q9UEW8
D004195,Q9UEW8
D006973,Q9UEW8
D001714,Q13043
D001943,Q96CE4
D002277,Q96CE4
D006528,Q96CE4
D005910,Q96CE4
D015674,Q96CE4
D008325,Q96CE4
D011471,Q96CE4
D008175,Q9Y6Q2
D019465,Q9BX79
D006330,Q9BX79
D008171,Q9BX79
D015179,Q9Y3F4
D004195,Q5JPA5
D001172,Q16244
D001289,Q16244
D003921,Q16244
D005234,Q16244
D007249,Q16244
D007333,Q16244
D009765,Q16244
D015430,Q16244
D008545,Q6NSC7
D001321,Q75ME0
D004827,P61266
D011471,Q12846
D004831,P61764
D004827,P61764
D006470,Q15833
D001943,Q08AL9
D001321,Q8NFX7
D009765,Q7Z503
D013274,Q6IAL5
D004195,Q3ZCW5
D004715,Q3ZCW5
D009765,Q3ZCW5
D008881,Q9HAC7
D010190,Q9HAC7
D010051,Q96E28
D011230,Q96E28
D004715,Q6DKK3
D001943,P50225
D003110,P50225
D017202,P50225
D009436,P50225
D011471,P50225
D012008,P50225
D056486,Q6IMI6
D056486,Q53X91
D008106,Q53X91
D008107,Q53X91
D011471,Q53X91
D015427,Q53X91
D008106,Q06520
D011471,Q06520
D002972,P63165
D009361,P63165
D056486,P51687
D000505,Q8IYB8
D019465,Q15526
D011471,Q5T8U7
D000236,Q15022
D016889,Q15022
D005909,Q15022
D005910,Q15022
D008545,Q15022
D007674,Q7L1I2
D015470,Q569J5
D000230,Q5VXJ5
D010190,Q5VXJ5
D001168,P43405
D003092,P43405
D003872,P43405
D016403,P43405
D008545,P43405
D008654,P43405
D013274,Q96B47
D006930,Q86VA8
D012559,Q86VA8
D012640,Q86VA8
D007938,Q05CK9
D001943,Q7RTM4
D015179,Q7RTM4
D019966,Q7RTM4
D001281,Q8WXH0
D002292,Q8WXH0
D001321,Q96PV0
D004827,Q96PV0
D001943,Q5TA15
D001281,Q9H987
D008106,Q9UMZ2
D002289,P08247
D007859,P08247
D008569,P08247
D012559,P08247
D009103,Q5QPU8
D019970,Q7L8C5
D008545,Q9H2B2
D000647,P20366
D000855,P20366
D001169,P20366
D001714,P20366
D001919,P20366
D003865,P20366
D003875,P20366
D004342,P20366
D004487,P20366
D005119,P20366
D005355,P20366
D006930,P20366
D006940,P20366
D006967,P20366
D007022,P20366
D007249,P20366
D009437,P20366
D010146,P20366
D011537,P20366
D012559,P20366
D012798,P20366
D014839,P20366
D006528,Q9Y6A5
D002295,Q9Y6A5
D001749,Q9Y6A5
D001289,Q53TR1
D001714,Q53TR1
D001919,Q53TR1
D006930,Q53TR1
D006973,Q53TR1
D013375,Q53TR1
D014839,Q53TR1
D019970,Q4VBL9
D004715,P09758
D013274,Q92804
D001321,Q15572
D012871,Q9H5J8
D011471,Q8IZX4
D001008,Q8N3H0
D001943,Q96LR4
D001172,Q8N103
D011565,Q8N103
D003110,Q6FI52
D004715,Q6FI52
D008064,Q6FI52
D006528,Q5ZEZ7
D002292,Q5ZEZ7
D056486,Q5ZEZ7
D008103,Q5ZEZ7
D008106,Q5ZEZ7
D054198,P17542
D054218,P17542
D054198,Q16559
D006528,P37837
D056486,P37837
D010300,P37837
D001943,Q6NW12
D017202,Q8TD77
D011471,Q8TD77
D008106,Q9UQ60
D019636,Q9H256
D009220,P26639
D008545,P59551
D006528,Q6P1N9
D009765,Q7Z6H2
D011471,Q9BYX2
D003324,Q5SZM2
D008106,Q6ZT07
D002312,Q6FGD7
D009362,Q99426
D002658,Q9BTW9
D018908,Q9BTW9
D019636,Q9BTW9
D009896,Q9BTW9
D011782,Q9BTW9
D012131,Q9BTW9
D012640,Q9BTW9
D001424,Q15813
D019465,Q15813
D011471,Q9H2I4
D001321,Q16650
D019465,Q152R5
D006330,Q152R5
D019465,Q5JT55
D006130,Q5JT55
D009361,Q5JT55
D003324,Q13207
D006332,Q9UMR3
D004195,Q9UMR3
D006333,Q9UMR3
D020257,Q9UMR3
D001249,Q9UL17
D007249,Q9UL17
D007676,Q9UL17
D001281,Q99593
D056486,Q0VAB0
D009336,Q0VAB0
D011655,Q0VAB0
D004342,Q9UDV3
D011471,Q9UDV3
D015470,Q86VL0
D011471,Q9BRU2
D015179,Q5VWI1
D006528,Q9Y242
D003110,Q9Y242
D008106,Q9UGU0
D002051,Q6PJU3
D054198,Q6PJU3
D019465,Q9NQB0
D006331,Q9NQB0
D008106,Q9NQB0
D008113,Q9NQB0
D010523,Q9NQB0
D012640,Q9NQB0
D008180,P36402
D013964,Q53T87
D000230,Q6FHW4
D002311,Q6FHW4
D003110,Q6FHW4
D015179,Q6FHW4
D003327,Q6FHW4
D003924,Q6FHW4
D004195,Q6FHW4
D006930,Q6FHW4
D006965,Q6FHW4
D017202,Q6FHW4
D020257,Q6FHW4
D006528,Q9NR00
D000749,P20061
D000236,P20062
D000749,P20062
D001321,P20062
D015179,P20062
D064420,P20062
D056784,P20062
D011471,P20062
D019465,Q13428
D011471,P17987
D008178,P01848
D056486,Q8NEI8
D001321,P48775
D002386,Q8NHU6
D015179,Q3Y452
D006528,Q7L2K0
D008114,Q02763
D009389,Q02763
D012559,Q96M29
D019966,Q9NT68
D019970,Q9P273
D001714,Q6N022
D008175,Q99973
D000741,Q9UQ24
D001943,Q9UQ24
D006528,Q9UQ24
D002289,Q9UQ24
D003324,Q9UQ24
D005910,Q9UQ24
D007674,Q9UQ24
D007945,Q9UQ24
D015464,Q9UQ24
D015470,Q9UQ24
D008113,Q9UQ24
D008175,Q9UQ24
D008180,Q9UQ24
D008545,Q9UQ24
D009369,Q9UQ24
D010051,Q9UQ24
D010190,Q9UQ24
D011471,Q9UQ24
D015427,Q9UQ24
D013964,Q9UQ24
D001749,Q9UQ24
D002583,Q9UQ24
D005909,Q9UGI8
D008106,Q9UGI8
D002292,Q6N021
D015179,Q6N021
D015473,Q6N021
D009190,Q6N021
D011471,Q6N021
D058186,Q06AH7
D000544,Q06AH7
D001321,Q06AH7
D002277,Q06AH7
D056486,Q06AH7
D064420,Q06AH7
D005234,Q06AH7
D006505,Q06AH7
D007249,Q06AH7
D015674,Q06AH7
D008325,Q06AH7
D009361,Q06AH7
D009404,Q06AH7
D009765,Q06AH7
D012148,Q06AH7
D000544,Q6LES8
D004195,Q6LES8
D010302,Q6LES8
D001943,P05549
D019465,P05549
D007674,P05549
D019465,Q92481
D013274,Q92754
D002292,P19532
D009410,Q86WB1
D008106,Q75MG2
D008325,P04155
D058186,Q07654
D007674,Q07654
D052016,Q07654
D000860,P10646
D020246,P10646
D001172,P48307
D001943,P48307
D006528,P48307
D015179,P48307
D008106,P48307
D008545,P48307
D009362,P48307
D010003,P48307
D010190,P48307
D001943,P02786
D002471,P02786
D015179,P02786
D005910,P02786
D007249,P02786
D015451,P02786
D008175,P02786
D008228,P02786
D017202,P02786
D015428,P02786
D009765,P02786
D001749,P02786
D001008,Q9NYM1
D001327,Q9NYM1
D003866,Q9NYM1
D004195,Q9NYM1
D006528,Q9UQ91
D002289,Q9UQ91
D006258,Q9UQ91
D006976,Q9UQ91
D007249,Q9UQ91
D008113,Q9UQ91
D008114,Q9UQ91
D055370,Q9UQ91
D015674,Q9UQ91
D008325,Q9UQ91
D052016,Q9UQ91
D009410,Q9UQ91
D011471,Q9UQ91
D011565,Q9UQ91
D011654,Q9UQ91
D011658,Q9UQ91
D013274,Q9UQ91
D058186,Q86YU2
D000230,Q86YU2
D001249,Q86YU2
D001927,Q86YU2
D002277,Q86YU2
D006528,Q86YU2
D002294,Q86YU2
D002471,Q86YU2
D002972,Q86YU2
D015179,Q86YU2
D003550,Q86YU2
D003921,Q86YU2
D003924,Q86YU2
D003928,Q86YU2
D003929,Q86YU2
D004719,Q86YU2
D004827,Q86YU2
D005355,Q86YU2
D005923,Q86YU2
D006073,Q86YU2
D006529,Q86YU2
D006965,Q86YU2
D006967,Q86YU2
D006973,Q86YU2
D007232,Q86YU2
D007249,Q86YU2
D007674,Q86YU2
D007676,Q86YU2
D008103,Q86YU2
D008105,Q86YU2
D008106,Q86YU2
D008114,Q86YU2
D008171,Q86YU2
D008175,Q86YU2
D009135,Q86YU2
D009203,Q86YU2
D009361,Q86YU2
D009362,Q86YU2
D009400,Q86YU2
D009404,Q86YU2
D065626,Q86YU2
D010003,Q86YU2
D010024,Q86YU2
D010190,Q86YU2
D011014,Q86YU2
D054038,Q86YU2
D011471,Q86YU2
D011507,Q86YU2
D029424,Q86YU2
D011658,Q86YU2
D018805,Q86YU2
D012878,Q86YU2
D020521,Q86YU2
D014511,Q86YU2
D014581,Q86YU2
D020257,Q86YU2
D001327,P61812
D006528,P61812
D002761,P61812
D002972,P61812
D019465,P61812
D004715,P61812
D006330,P61812
D017880,P61812
D002972,Q6TV16
D008106,Q6TV16
D003928,Q15582
D018805,Q15582
D058186,Q5T7S2
D056486,Q5T7S2
D015179,Q5T7S2
D004195,Q5T7S2
D008103,Q5T7S2
D012878,Q5T7S2
D014511,Q5T7S2
D001847,P37173
D001932,P37173
D002277,P37173
D003110,P37173
D019465,P37173
D003928,P37173
D004938,P37173
D005221,P37173
D008106,P37173
D008175,P37173
D008881,P37173
D009362,P37173
D011471,P37173
D009361,Q15583
D009362,Q15583
D008107,P22735
D020258,P22735
D001932,Q9BXQ0
D001943,Q9BXQ0
D002292,Q9BXQ0
D004938,Q9BXQ0
D005909,Q9BXQ0
D006973,Q9BXQ0
D010003,Q9BXQ0
D010190,Q9BXQ0
D006528,Q08188
D001927,Q9UQ57
D006528,Q9UQ57
D002375,Q9UQ57
D004409,Q9UQ57
D004421,Q9UQ57
D006331,Q9UQ57
D006948,Q9UQ57
D006973,Q9UQ57
D007859,Q9UQ57
D009410,Q9UQ57
D010300,Q9UQ57
D020734,Q9UQ57
D010673,Q9UQ57
D003924,Q6YHU6
D004421,Q9NVV9
D020821,Q9NVV9
D004211,P07204
D064420,P07204
D006930,P07204
D015473,P07204
D008106,P07204
D009203,P07204
D011655,P07204
D012128,P07204
D013274,P07204
D013927,P07204
D001943,P07996
D056486,P07996
D003925,P07996
D005355,P07996
D006504,P07996
D008103,P07996
D009395,P07996
D015427,P07996
D012559,P07996
D003920,Q5RI53
D003925,Q5RI53
D006528,Q5T1C6
D001943,Q5TEK2
D005355,Q9NWX6
D007674,Q9NWX6
D009202,Q5FBX8
D056486,Q5FBX8
D004715,Q6FH41
D001281,P10828
D019465,P10828
D002277,Q92748
D015674,Q92748
D008325,Q92748
D019966,Q6ZMP0
D001714,Q9UPZ6
D006528,Q9HBB0
D015427,Q9HBB0
D012164,Q9HBB0
D008106,Q9P016
D011471,Q9P016
D008106,Q49AS9
D002294,Q13009
D019966,Q8IVF5
D015427,Q8IUC6
D001930,Q86XR7
D006528,Q7Z2Z1
D009410,Q9NQ88
D006528,Q96H15
D004195,P62072
D012208,P62072
D001327,Q6FGX5
D002761,Q6FGX5
D003921,Q6FGX5
D003924,Q6FGX5
D004195,Q6FGX5
D006331,Q6FGX5
D006973,Q6FGX5
D007249,Q6FGX5
D008106,Q6FGX5
D009361,Q6FGX5
D011658,Q6FGX5
D012128,Q6FGX5
D014652,Q6FGX5
D003921,P16035
D008106,P16035
D009203,P16035
D001749,P16035
D001249,P35625
D003092,P35625
D008107,P35625
D009361,P35625
D020258,P35625
D013274,P35625
D001745,P35625
D011471,Q99727
D003928,Q7Z477
D001855,Q9BSI4
D002526,Q9BSI4
D006130,Q9BSI4
D010051,Q05BQ2
D008288,P58753
D011471,P58753
D002780,Q9UDY2
D034381,Q9UDY2
D011471,Q2VPE5
D006528,P04183
D015179,P04183
D004195,P04183
D008114,P04183
D008106,Q3LXA3
D002277,Q16832
D000860,Q16832
D015674,Q16832
D008325,Q16832
D009361,Q16832
D001172,Q6PRX3
D001943,Q6PRX3
D002277,Q5JSZ2
D015674,Q5JSZ2
D008325,Q5JSZ2
D017202,Q5JSZ2
D017202,Q08117
D009361,Q9Y490
D010024,Q9Y490
D001930,Q6FI64
D064420,Q6FI64
D005334,Q6PCD4
D015431,Q6PCD4
D011471,Q9Y2C9
D006528,Q9NYK1
D001930,Q9NR96
D006528,Q9NR96
D007249,Q9NR96
D002471,P31314
D054218,P31314
D008107,P48230
D008106,Q8N5N8
D009203,Q9BZW4
D065626,Q9BZW4
D008106,Q969X1
D019465,Q9UM00
D017202,Q6FHT8
D056486,Q3B7W7
D002779,Q3B7W7
D011471,Q9UIK5
D008106,Q96A25
D056486,Q05C15
D002779,Q05C15
D008545,Q14DG7
D008113,Q14C87
D011230,Q14C87
D002289,Q8N605
D005909,Q8N605
D009361,Q8IV31
D056486,Q5U3C3
D008106,Q9HC07
D008106,Q8NBL3
D003924,Q96B42
D009765,Q96B42
D008106,Q9Y519
D010300,Q5JWB9
D001943,Q86YD3
D008545,Q3MIR4
D002277,Q86SV2
D015674,Q86SV2
D056486,Q9NVV0
D016757,Q9BTV4
D008106,Q9BTV4
D008175,Q9NWC5
D013274,Q2HIZ8
D008106,Q6PI78
D008103,Q5HYA8
D006528,Q9BUB7
D009202,Q9BUB7
D006333,Q6P5X7
D011471,Q6PII6
D001321,Q9NVH6
D011471,P28289
D001172,P42167
D002311,P42167
D017202,P42167
D011471,Q96T73
D019966,Q7RTY8
D008106,P63313
D011471,Q0P5U7
D004715,Q9H8H3
D003638,Q8N394
D001249,P24821
D004715,P24821
D055370,P24821
D008545,P24821
D054058,Q5STB3
D058186,Q5STB3
D000230,Q5STB3
D000419,Q5STB3
D000544,Q5STB3
D000740,Q5STB3
D000855,Q5STB3
D001008,Q5STB3
D001169,Q5STB3
D001172,Q5STB3
D001249,Q5STB3
D050197,Q5STB3
D001929,Q5STB3
D001930,Q5STB3
D002545,Q5STB3
D001943,Q5STB3
D006528,Q5STB3
D002295,Q5STB3
D006332,Q5STB3
D009202,Q5STB3
D066126,Q5STB3
D056486,Q5STB3
D002779,Q5STB3
D003092,Q5STB3
D003110,Q5STB3
D015179,Q5STB3
D003882,Q5STB3
D003921,Q5STB3
D003924,Q5STB3
D004195,Q5STB3
D003875,Q5STB3
D004342,Q5STB3
D064420,Q5STB3
D004487,Q5STB3
D005234,Q5STB3
D005334,Q5STB3
D005355,Q5STB3
D005910,Q5STB3
D005921,Q5STB3
D006323,Q5STB3
D006333,Q5STB3
D006463,Q5STB3
D006501,Q5STB3
D006930,Q5STB3
D006932,Q5STB3
D006934,Q5STB3
D020138,Q5STB3
D006946,Q5STB3
D006967,Q5STB3
D006973,Q5STB3
D006976,Q5STB3
D007003,Q5STB3
D007022,Q5STB3
D007035,Q5STB3
D007239,Q5STB3
D007249,Q5STB3
D007333,Q5STB3
D007676,Q5STB3
D008106,Q5STB3
D008107,Q5STB3
D017114,Q5STB3
D008113,Q5STB3
D008114,Q5STB3
D008171,Q5STB3
D055370,Q5STB3
D008175,Q5STB3
D008288,Q5STB3
D008545,Q5STB3
